state,county_state,county_fips_code,urbanicity_2,65_plus_yn,COUNT
MO,"COOPER, MO",29053,Non-metro counties,Y,916
IA,"HOWARD, IA",19089,Non-metro counties,Y,304
MN,"MAHNOMEN, MN",27087,Non-metro counties,N,1911
AL,"EARLY, AL",13099,Non-metro counties,N,1
ND,"MORTON, ND",38059,Metro counties,N,11001
TX,"KING, WA",48269,Non-metro counties,N,22
MT,"CRAWFORD, AR",05033,Metro counties,N,1
WV,"PUTNAM, WV",54079,Metro counties,N,330
IA,"JOHNSON, IA",19103,Metro counties,Y,1230
GA,"LAMAR, GA",13171,Metro counties,Y,722
WV,"GILMER, WV",54021,Non-metro counties,N,18
AR,"STONE, AR",05137,Non-metro counties,N,2720
MI,"MECOSTA, MI",26107,Non-metro counties,Y,1510
SC,"EDGEFIELD, SC",45037,Metro counties,N,7139
WI,"WAUSHARA, WI",55137,Non-metro counties,Y,1193
MN,"YELLOW MEDICINE, MN",27173,Non-metro counties,Y,612
AL,"DENVER, CO",08031,Metro counties,N,5
VA,"WAYNESBORO CITY, VA",51820,Metro counties,N,6289
WV,"BARBOUR, WV",54001,Non-metro counties,N,27
TX,"PRATT, KS",20151,Non-metro counties,N,1
GA,"BERKELEY, SC",45015,Metro counties,N,2
KS,"ALLEN, KS",20001,Non-metro counties,N,4284
TX,"ANDREWS, TX",48003,Non-metro counties,Y,216
TX,"BARNSTABLE, MA",25001,Metro counties,N,5
VT,"ADDISON, CT",,,N,1
IN,"BARNSTABLE, MA",25001,Metro counties,N,1
AL,"LINCOLN, TN",47103,Non-metro counties,N,25
AR,"KING, WA",53033,Metro counties,Y,1
MN,"NOBLES, MN",27105,Non-metro counties,N,7064
MN,"SIBLEY, MN",27143,Metro counties,Y,754
CA,"YUBA, CA",06115,Metro counties,N,19736
AL,"JACKSON, AL",12063,Non-metro counties,N,57
FL,"MARTIN, FL",12085,Metro counties,Y,8019
CO,"MORGAN, CO",08087,Non-metro counties,Y,1210
GA,"RANKIN, MS",28121,Metro counties,N,3
IN,"HAMILTON, NM",,,N,1
IN,"BROWN, PA",,,N,1
TX,"HALL, TX",48191,Non-metro counties,Y,195
IA,"FLOYD, IA",19067,Non-metro counties,N,1979
TX,"DELAWARE, PA",42045,Metro counties,N,8
IN,"CONTRA COSTA, CA",06013,Metro counties,Y,1
TX,"POPE, AR",05115,Non-metro counties,N,4
AL,"COLUMBIA, AL",13073,Metro counties,N,1
TN,"SMYTH, VA",51173,Non-metro counties,N,3
TX,"JEFFERSON, TN",47089,Metro counties,N,2
SD,"LINCOLN, SD",46083,Metro counties,N,15278
NE,"DUNDY, NE",31057,Non-metro counties,N,348
AR,"ROCKWALL, TX",48397,Metro counties,N,4
IL,"SCOTT, IL",17171,Non-metro counties,N,1333
SD,"HAMLIN, SD",46057,Non-metro counties,N,1370
WV,"LOGAN, WV",54045,Non-metro counties,N,342
AR,"LOUDON, TN",47105,Metro counties,Y,1
KY,"JOHNSON, IN",21115,Non-metro counties,N,1
VA,"SALEM CITY, VA",51775,Metro counties,N,6171
NC,"ALLEGHANY, NC",37005,Non-metro counties,Y,818
IN,"LAWRENCE, IL",17101,Non-metro counties,N,6
CO,"CROWLEY, CO",08025,Non-metro counties,N,3202
IL,"KENDALL, IL",17093,Metro counties,Y,3086
TX,"MUSCATINE, IA",19139,Non-metro counties,N,3
AZ,"COCHISE, AZ",04003,Metro counties,N,31939
WI,"ST. CROIX, WI",55109,Metro counties,N,24633
NM,"SAN MIGUEL, NM",35047,Non-metro counties,Y,837
NM,"RUTHERFORD, TN",47149,Metro counties,N,1
SD,"HAMLIN, SD",46057,Non-metro counties,Y,391
FL,"JACKSON, FL",12063,Non-metro counties,Y,2428
MD,"WASHINGTON, MD",24043,Metro counties,N,40856
KY,"BOYD, KY",21019,Metro counties,N,17300
NC,"STOKES, NC",37169,Metro counties,N,12434
IN,"BROWN, IN",18013,Metro counties,Y,803
AL,"DAVIDSON, AL",47037,Metro counties,N,90
AL,"CHARLESTON, AL",45019,Metro counties,N,1
GA,"RUSSELL, AL",01113,Metro counties,Y,52
TX,"WASHINGTON, MD",24043,Metro counties,N,4
CA,"CALAVERAS, CA",06009,Non-metro counties,N,7770
VT,"CONTRA COSTA, CA",06013,Metro counties,Y,2
NE,"YORK, NE",31185,Non-metro counties,N,3893
TN,"PERRY, TN",47135,Non-metro counties,N,2266
AR,"SHARP, AR",05135,Non-metro counties,N,4377
MT,"DALLAS, TX",48113,Metro counties,N,6
AK,"DENALI, AK",02068,Non-metro counties,Y,24
MO,"ST. LOUIS CITY, MO",29510,Metro counties,N,66941
TN,"SCOTLAND, NC",37165,Non-metro counties,N,1
NM,"DALLAS, TX",48113,Metro counties,N,26
TX,"ANDREWS, TX",48003,Non-metro counties,N,3558
TX,"HEMPSTEAD, AR",05057,Non-metro counties,N,117
VT,"QUEENS, NY",36081,Metro counties,N,9
MS,"PEARL RIVER, MS",28109,Non-metro counties,N,372
NM,"LE SUEUR, MN",27079,Metro counties,Y,1
KY,"ADAIR, KY",21001,Non-metro counties,N,5086
TN,"SIMPSON, KY",21213,Non-metro counties,N,13
GA,"OCONEE, SC",45073,Non-metro counties,N,8
IL,"JOHNSON, IL",17087,Non-metro counties,N,4838
TN,"RUTHERFORD, TN",47149,Metro counties,N,105968
NM,"CALVERT, MD",24009,Metro counties,N,1
TX,"YUBA, CA",06115,Metro counties,N,2
NE,"YORK, NE",31185,Non-metro counties,Y,822
TX,"STANLY, NC",37167,Non-metro counties,N,2
NM,"GRANT, NM",35017,Non-metro counties,N,8518
UT,"MORGAN, UT",49029,Metro counties,N,2822
AL,"MOBILE, AL",01097,Metro counties,N,119662
CA,"SISKIYOU, CA",06093,Non-metro counties,Y,1479
OR,"LINN, OR",41043,Metro counties,Y,4689
MS,"CARROLL, MS",28015,Non-metro counties,Y,80
VT,"WINDHAM, VT",50025,Non-metro counties,Y,1219
WV,"MASON, WV",54053,Non-metro counties,Y,43
TX,"MOBILE, AL",01097,Metro counties,N,22
OR,"JACKSON, OR",41029,Metro counties,Y,9482
TX,"PINAL, AZ",04021,Metro counties,N,17
VA,"MONTGOMERY, VA",51121,Metro counties,Y,2494
TN,"CHESTER, PA",42029,Metro counties,N,3
TN,"BENTON, WA",53005,Metro counties,N,1
TX,"PONTOTOC, OK",40123,Non-metro counties,N,6
UT,"MORGAN, UT",49029,Metro counties,Y,344
TX,"CHEROKEE, GA",13057,Metro counties,N,10
AL,"CHESTER, PA",42029,Metro counties,N,5
VA,"PITTSYLVANIA, VA",51143,Non-metro counties,N,15189
WI,"OUTAGAMIE, WI",55087,Metro counties,Y,6796
OK,"PONTOTOC, OK",40123,Non-metro counties,N,14203
CA,"MENDOCINO, CA",06045,Non-metro counties,Y,2792
TX,"SEDGWICK, KS",20173,Metro counties,N,32
AR,"SCOTT, AR",05127,Non-metro counties,N,2308
TN,"GREENE, AR",05055,Non-metro counties,N,18
CA,"IMPERIAL, CA",06025,Metro counties,N,78266
KS,"REPUBLIC, KS",20157,Non-metro counties,N,1171
AR,"MARSHALL, MS",28093,Metro counties,N,3
CA,"SISKIYOU, CA",06093,Non-metro counties,N,7389
IN,"CARROLL, IN",18015,Metro counties,N,5402
AL,"CHATHAM, GA",13051,Metro counties,N,9
NM,"VENTURA, CA",06111,Metro counties,N,5
SC,"MARION, SC",45067,Non-metro counties,Y,1774
AL,"LEON, FL",12073,Metro counties,N,4
MT,"GLACIER, MT",30035,Non-metro counties,N,4027
OK,"JOHNSTON, OK",40069,Non-metro counties,Y,683
AK,"KETCHIKAN GATEWAY, AK",02130,Non-metro counties,Y,392
AR,"DAUPHIN, PA",42043,Metro counties,N,1
IL,"JO DAVIESS, IL",17085,Non-metro counties,N,4211
WI,"VERNON, WI",55123,Non-metro counties,N,5756
TN,"MACON, TN",47111,Metro counties,N,8789
TN,"BRADLEY, GA",47011,Metro counties,N,2
GA,"LEE, GA",13177,Metro counties,N,5856
LA,"ST. JOHN THE BAPTIST, LA",22095,Metro counties,Y,1628
NY,"MONTGOMERY, NY",36057,Non-metro counties,Y,2318
MN,"KANDIYOHI, MN",27067,Non-metro counties,N,13298
NM,"CHAVES, NM",35005,Non-metro counties,N,22173
WV,"BROOKE, WV",54009,Metro counties,Y,17
GA,"MACON, NC",37113,Non-metro counties,Y,3
NM,"BERNALILLO, NM",35001,Metro counties,Y,16864
NE,"DAWES, NE",31045,Non-metro counties,N,1386
TN,"PANOLA, MS",28107,Non-metro counties,Y,9
TN,"CHEROKEE, GA",13057,Metro counties,N,7
GA,"JACKSON, GA",13157,Non-metro counties,Y,3079
TX,"WOOD, TX",55141,Non-metro counties,N,2
MN,"CLEARWATER, MN",27029,Non-metro counties,N,2027
CO,"BACA, CO",08009,Non-metro counties,Y,242
TX,"BECKHAM, OK",40009,Non-metro counties,N,12
AR,"ARAPAHOE, CO",08005,Metro counties,N,11
IL,"KNOX, IL",17095,Non-metro counties,N,13513
MS,"WAYNE, MS",28153,Non-metro counties,N,457
TN,"MONTGOMERY, MS",28097,Non-metro counties,Y,2
TN,"PRINCE GEORGE'S, MD",24033,Metro counties,Y,1
KY,"DELAWARE, OH",39041,Metro counties,N,1
FL,"INDIAN RIVER, FL",12061,Metro counties,Y,8465
CO,"MINERAL, CO",08079,Non-metro counties,N,225
TN,"SUNFLOWER, MS",28133,Non-metro counties,Y,3
VT,"ORLEANS, VT",50019,Non-metro counties,Y,882
TN,"SHELBY, MS",47157,Metro counties,N,22
TX,"JEFFERSON, AL",48245,Metro counties,N,10
MS,"COAHOMA, MS",28027,Non-metro counties,N,365
KY,"CALLOWAY, KY",21035,Non-metro counties,N,7222
MD,"MONTGOMERY, PA",24031,Metro counties,N,1
NC,"RANDOLPH, NC",37151,Metro counties,Y,7732
VA,"PRINCE GEORGE'S, MD",24033,Metro counties,N,7
GA,"CHEROKEE, AL",01019,Non-metro counties,N,12
VA,"FRANKLIN CITY, VA",51620,Non-metro counties,N,2199
IL,"DOUGLAS, IL",17041,Non-metro counties,Y,1057
TX,"JACKSON, LA",22049,Non-metro counties,N,3
NM,"ESSEX, NJ",34013,Metro counties,N,3
KS,"NEMAHA, KS",20131,Non-metro counties,Y,866
AL,"LAWRENCE, AL",47099,Non-metro counties,N,19
AR,"CUYAHOGA, OH",39035,Metro counties,N,1
NC,"CHEROKEE, NC",37039,Non-metro counties,N,6743
GA,"CHARLTON, GA",13049,Non-metro counties,Y,387
TX,"MADISON, MS",28089,Metro counties,N,14
VA,"ALEXANDRIA CITY, VA",51510,Metro counties,N,36795
MS,"WAYNE, MS",28153,Non-metro counties,Y,101
TN,"MADISON, GA",47113,Metro counties,N,2
TX,"APACHE, AZ",04001,Non-metro counties,N,3
VA,"FRANKLIN CITY, VA",51620,Non-metro counties,Y,471
SC,"DARLINGTON, SC",45031,Metro counties,N,18752
IL,"CALHOUN, IL",17013,Metro counties,N,1591
TX,"SARPY, NE",31153,Metro counties,N,7
GA,"DEKALB, GA",13089,Metro counties,N,139405
WI,"WOOD, WI",55141,Non-metro counties,Y,4245
VA,"MARTINSVILLE CITY, VA",51690,Non-metro counties,N,3562
GA,"MONTGOMERY, MD",24031,Metro counties,N,4
IL,"DOUGLAS, IL",17041,Non-metro counties,N,6823
FL,"ESCAMBIA, FL",12033,Metro counties,Y,11982
TX,"BAY, FL",12005,Metro counties,N,16
KS,"JOHNSON, KS",20091,Metro counties,Y,22207
GA,"PRINCE GEORGE'S, MD",24033,Metro counties,N,2
TX,"ARAPAHOE, CO",08005,Metro counties,N,19
ND,"RAMSEY, ND",38071,Non-metro counties,N,3487
FL,"HERNANDO, FL",12053,Metro counties,Y,9069
AL,"MADISON, AL",28089,Metro counties,N,5
SD,"HAAKON, SD",46055,Non-metro counties,N,357
VA,"DELAWARE, OH",39041,Metro counties,N,1
LA,"CADDO, LA",22017,Metro counties,N,73727
GA,"COLQUITT, GA",13071,Non-metro counties,Y,1755
OK,"BLAINE, OK",40011,Non-metro counties,N,2369
KS,"NEMAHA, KS",20131,Non-metro counties,N,2952
NM,"DUPAGE, IL",17043,Metro counties,N,1
LA,"IBERIA, LA",22045,Metro counties,Y,3453
MN,"WADENA, MN",27159,Non-metro counties,Y,1216
GA,"HANCOCK, ME",23009,Non-metro counties,N,1
SD,"TRIPP, SD",46123,Non-metro counties,Y,351
TX,"MOTLEY, TX",48345,Non-metro counties,N,218
FL,"MANATEE, GA",12081,Metro counties,Y,1
TX,"ESCAMBIA, FL",12033,Metro counties,N,15
MI,"BARRY, MI",26015,Metro counties,Y,2496
FL,"GLADES, FL",12043,Non-metro counties,N,1455
TX,"JEFFERSON, CO",48245,Metro counties,N,11
TN,"PULASKI, AR",05119,Metro counties,N,6
IA,"CLINTON, IA",19045,Non-metro counties,N,6376
AL,"ESCAMBIA, FL",12033,Metro counties,Y,3
CA,"PLACER, CA",06061,Metro counties,N,76470
FL,"HERNANDO, AR",12053,Metro counties,N,1
NC,"VANCE, NC",37181,Non-metro counties,Y,2271
SD,"AURORA, SD",46003,Non-metro counties,N,704
MN,"ANOKA, MN",27003,Metro counties,Y,13121
KY,"MONROE, KY",21171,Non-metro counties,N,2238
FL,"HERNANDO, FL",12053,Metro counties,N,33130
GA,"HALL, GA",13139,Metro counties,Y,6506
TN,"SHELBY, TN",47157,Metro counties,Y,33519
SD,"HAAKON, SD",46055,Non-metro counties,Y,172
TX,"BAYLOR, TX",48023,Non-metro counties,N,839
GA,"LANIER, GA",13173,Metro counties,N,2021
OR,"CLATSOP, OR",41007,Non-metro counties,N,5132
AL,"ESCAMBIA, FL",12033,Metro counties,N,63
KY,TX,,,N,11
NM,"IBERVILLE, LA",22047,Metro counties,N,1
AL,"CRAVEN, AL",37049,Metro counties,N,2
ND,"CASS, ND",38017,Metro counties,Y,6952
IN,"UNION, IN",18161,Metro counties,N,1954
AK,"PETERSBURG, AK",02195,Non-metro counties,Y,217
KS,"LABETTE, KS",20099,Non-metro counties,N,6990
IA,"FREMONT, IA",19071,Non-metro counties,N,788
GA,"NASSAU, FL",12089,Metro counties,Y,2
AR,"KINGS, NY",36047,Metro counties,N,10
ID,"BOISE, ID",16015,Metro counties,N,959
NY,"ONTARIO, NY",36069,Metro counties,N,24448
MI,"BRANCH, MI",26023,Non-metro counties,N,12061
TN,"SEMINOLE, FL",12117,Metro counties,N,7
KY,"MORGAN, IN",18109,Metro counties,N,1
GU,"ALEXANDRIA CITY, GU",,,N,1
MS,"ITAWAMBA, MS",28057,Non-metro counties,N,190
AL,"COBB, AL",13067,Metro counties,N,13
NM,"FRESNO, CA",06019,Metro counties,N,2
IA,"LEE, IA",19111,Non-metro counties,N,4895
KY,OK,,,N,3
PR,"VEGA ALTA, PR",72143,,Y,255
SD,"UNION, SD",46127,Metro counties,Y,682
IN,"ESSEX, MA",25009,Metro counties,N,3
PR,"GURABO, PR",72063,,N,1012
OH,"SCIOTO, OH",39145,Non-metro counties,Y,4777
NY,"SENECA, NY",36099,Non-metro counties,N,2756
TX,"WHITE, AR",05145,Non-metro counties,N,13
TX,"CALHOUN, TX",48057,Non-metro counties,N,5572
KS,"GREELEY, KS",20071,Non-metro counties,Y,90
IN,"WARRICK, IN",18173,Metro counties,Y,3545
FL,"SEMINOLE, FL",12117,Metro counties,Y,12221
VA,"CHARLOTTE, VA",51037,Non-metro counties,N,2657
AR,"SEQUOYAH, AR",,,N,1
OK,"CUSTER, OK",40039,Non-metro counties,Y,1596
TN,"GENESEE, MI",26049,Metro counties,Y,2
TN,"JEFFERSON, NY",36045,Metro counties,Y,1
CO,UT,,,N,2
AL,"MACON, AL",01087,Non-metro counties,N,4790
MN,"OTTER TAIL, MN",27111,Non-metro counties,Y,3468
MT,"LEON, FL",12073,Metro counties,N,3
MT,"CHEROKEE, GA",13057,Metro counties,N,2
FL,"LEON, UT",12073,Metro counties,N,3
IN,"JAY, IN",18075,Non-metro counties,N,4712
AL,"SUMTER, AL",01119,Non-metro counties,Y,294
IL,"BOONE, IL",17007,Metro counties,Y,1765
AL,"MADISON, AL",13195,Metro counties,N,2
PR,"VEGA BAJA, PR",72145,,Y,415
NV,"WASHOE, NV",32031,Metro counties,Y,12277
TX,"WASHINGTON, VA",51191,Metro counties,N,3
TX,"CASS, MI",26027,Metro counties,N,2
MI,"MONTMORENCY, MI",26119,Non-metro counties,N,1457
IN,"WARRICK, IN",18173,Metro counties,N,21052
KS,"LOGAN, KS",20109,Non-metro counties,N,796
AR,"UNION PARISH, LA",,,Y,6
NY,"WARREN, NY",36113,Metro counties,N,18492
IN,"WHITE, IL",17193,Non-metro counties,N,2
NM,"ORLEANS, LA",22071,Metro counties,N,2
OH,"MONTGOMERY, OH",39113,Metro counties,Y,26438
OK,"PITTSBURG, OK",40121,Non-metro counties,Y,2263
WV,"BOONE, WV",54005,Metro counties,N,84
AL,"NORFOLK, MA",25021,Metro counties,N,2
TX,"GRADY, GA",13131,Non-metro counties,N,1
MO,"MARION, MO",29127,Non-metro counties,Y,1944
AL,"TANGIPAHOA, AL",22105,Metro counties,N,1
NM,"MARIPOSA, CA",06043,Non-metro counties,N,1
TX,"CARROLL, MD",24013,Metro counties,N,4
AL,"TALLAPOOSA, AL",01123,Non-metro counties,N,13138
TN,"WORCESTER, MA",25027,Metro counties,N,3
AL,"ITAWAMBA, AL",28057,Non-metro counties,N,176
NY,"SCHOHARIE, NY",36095,Metro counties,N,5971
ID,"BOISE, ID",16015,Metro counties,Y,332
GA,"GREENVILLE, SC",45045,Metro counties,Y,4
IN,"VANDERBURGH, WI",,,N,2
AL,"UNALLOCATED TENNESSEE, TN",47000,,N,3
SC,"MCCORMICK, SC",45065,Non-metro counties,Y,825
AL,"TALLAPOOSA, AL",01123,Non-metro counties,Y,1292
TN,"COLUMBIA, GA",13073,Metro counties,Y,1
IL,"MARION, IL",17121,Non-metro counties,Y,2136
TX,"CLAY, MO",29047,Metro counties,N,9
PR,"HOUSTON, TX",48225,Non-metro counties,N,2
AZ,"PIMA, AZ",04019,Metro counties,N,269630
TX,"KANE, IL",17089,Metro counties,N,13
MI,"OTSEGO, MI",26137,Non-metro counties,Y,1068
AL,"WASHINGTON, AL",41067,Metro counties,N,1
TN,"KANE, IL",17089,Metro counties,N,8
AL,"LAKE, OH",39085,Metro counties,N,1
TX,"HORRY, SC",45051,Metro counties,N,8
IL,"STEPHENSON, IL",17177,Non-metro counties,N,12562
NY,"SCHUYLER, NY",36097,Non-metro counties,N,3026
TX,"COMANCHE, TX",48093,Non-metro counties,Y,211
TN,"CABARRUS, NC",37025,Metro counties,N,2
KY,"HARRISON, KY",21097,Non-metro counties,N,6391
TX,"REAGAN, TX",48383,Non-metro counties,N,907
GA,"TALBOT, GA",13263,Non-metro counties,N,814
AL,"COCKE, AL",47029,Non-metro counties,N,2
MO,"ST. CHARLES, MO",29183,Metro counties,N,102386
AL,"TARRANT, AL",48439,Metro counties,N,10
AL,"PULASKI, AR",05119,Metro counties,N,9
NM,"TARRANT, TX",48439,Metro counties,N,17
AL,"RICHLAND, SC",45079,Metro counties,N,3
MO,"CALDWELL, MO",29025,Metro counties,N,1614
AR,"JOHNSON, TX",48251,Metro counties,N,1
AL,"DURHAM, AL",37063,Metro counties,N,2
TN,"HOUSTON, TN",47083,Non-metro counties,N,2494
AR,"VAN BUREN, AR",05141,Non-metro counties,N,3383
AL,"JOHNSTON, OK",40069,Non-metro counties,N,1
AL,"FAYETTE, AL",01057,Non-metro counties,N,5484
TX,"LIVINGSTON, NY",36051,Metro counties,N,1
AL,"DISTRICT OF COLUMBIA, DC",11001,Metro counties,N,5
FL,"CALHOUN, FL",12013,Non-metro counties,N,2787
TN,"EL DORADO, CA",06017,Metro counties,Y,1
NY,"SCHUYLER, NY",36097,Non-metro counties,Y,585
TN,"HILLSBOROUGH, NH",33011,Metro counties,N,2
TN,"WALKER, GA",13295,Metro counties,N,18
VA,"GREENSVILLE, VA",51081,Non-metro counties,N,3284
OH,"CHAMPAIGN, OH",39021,Non-metro counties,N,9024
AR,"FANNIN, TX",48147,Non-metro counties,N,1
MA,"MIDDLESEX, MA",25017,Metro counties,Y,56669
NE,"PIERCE, NE",31139,Non-metro counties,Y,143
TX,"UNALLOCATED INDIANA, IN",18000,,N,1
IL,"LAKE, IL",17097,Metro counties,N,183527
NH,"ROCKINGHAM, NH",33015,Metro counties,N,73016
VA,"PENDLETON, WV",54071,Non-metro counties,N,1
TX,"NACOGDOCHES, TX",48347,Non-metro counties,Y,667
TX,"JONES, MS",48253,Metro counties,N,4
MT,"BOISE, ID",16015,Metro counties,N,1
MI,"WAYNE, MI",26163,Metro counties,Y,56175
NC,"PERQUIMANS, NC",37143,Non-metro counties,N,2830
AR,"CRAWFORD, MI",26039,Non-metro counties,Y,2
TX,"HARALSON, GA",13143,Metro counties,N,2
MN,"KANABEC, MN",27065,Non-metro counties,N,3461
TN,"DEKALB, AL",01049,Non-metro counties,N,5
IL,"LAKE, IL",17097,Metro counties,Y,25649
NM,"GAINES, TX",48165,Non-metro counties,N,45
AL,"MARION, GA",01093,Non-metro counties,N,1
MD,"BALTIMORE CITY, VA",24510,Metro counties,N,1
AL,"SIMPSON, MS",28127,Metro counties,N,2
UT,"KENT, UT",26081,Metro counties,N,2
TN,"GORDON, GA",13129,Non-metro counties,N,3
TN,"SARASOTA, FL",12115,Metro counties,N,3
NM,"CURRY, NM",35009,Non-metro counties,N,13708
KY,"FORSYTH, NC",37067,Metro counties,N,2
AL,"LAKE, AL",17097,Metro counties,N,4
AR,"OSAGE, MO",29151,Metro counties,N,1
VT,"MIDDLESEX, VT",25017,Metro counties,N,10
NM,"ST. MARY'S, MD",24037,Metro counties,N,1
TN,"COOSA, AL",01037,Non-metro counties,N,17
IA,"AUDUBON, IA",19009,Non-metro counties,Y,143
OH,"LICKING, OH",39089,Metro counties,Y,8215
FL,"CITRUS, FL",12017,Metro counties,Y,8261
TN,"BRISTOL CITY, VA",51520,Metro counties,Y,3
TX,"UNALLOCATED ALABAMA, AL",01000,,N,2
TX,"MATAGORDA, TX",48321,Non-metro counties,Y,491
NC,"CALDWELL, NC",37027,Metro counties,N,24891
AL,"FAIRFAX CITY, VA",51600,Metro counties,N,1
CO,TX,,,N,8
WY,"FREMONT, WY",56013,Non-metro counties,Y,2186
OH,"MARION, OH",39101,Non-metro counties,Y,3913
TX,"CORTLAND, NY",36023,Non-metro counties,N,2
AR,"KLAMATH, OR",41035,Non-metro counties,N,1
IN,"SCOTT, IN",18143,Metro counties,N,8076
SC,"ABBEVILLE, SC",45001,Non-metro counties,N,6398
TN,"MCMINN, TN",47107,Non-metro counties,Y,3049
MT,"STILLWATER, MT",30095,Non-metro counties,N,1076
SD,"CAMPBELL, SD",46021,Non-metro counties,Y,95
MS,"KEMPER, MS",28069,Non-metro counties,N,130
TN,"KAUFMAN, TX",48257,Metro counties,N,1
MT,"LINCOLN, WA",53043,Non-metro counties,N,2
TX,"UPTON, TX",48461,Non-metro counties,N,939
TX,"KAUAI, HI",15007,Non-metro counties,N,6
KY,"HIGHLAND, OH",39071,Non-metro counties,N,1
VT,"MONITEAU, MO",29135,Metro counties,N,1
VA,"BRISTOL CITY, VA",51520,Metro counties,N,4706
GA,"HAMILTON, FL",12047,Non-metro counties,N,7
TN,"FENTRESS, TN",47049,Non-metro counties,Y,1565
TN,"WILLIAMSON, TN",47187,Metro counties,Y,9141
NY,"CAYUGA, NY",36011,Non-metro counties,Y,3314
IN,"TIPTON, IN",18159,Non-metro counties,Y,678
AL,"MOHAVE, AL",04015,Metro counties,N,1
MO,"KNOX, MO",29103,Non-metro counties,Y,245
CO,"RIO BLANCO, CO",08103,Non-metro counties,N,1802
VA,"PRINCE EDWARD, VA",51147,Non-metro counties,N,5538
LA,"CALDWELL, LA",22021,Non-metro counties,N,3598
VT,"LAMOILLE, VT",50015,Non-metro counties,N,3429
AL,"CURRY, NM",35009,Non-metro counties,N,1
KS,"DOUGLAS, KS",20045,Metro counties,Y,3491
SD,"MCPHERSON, SD",46089,Non-metro counties,N,333
OR,"KLAMATH, OR",41035,Non-metro counties,Y,3291
MT,"MARATHON, WI",55073,Metro counties,N,2
NY,"ESSEX, NY",36031,Non-metro counties,N,6584
VT,"ESSEX, NY",36031,Non-metro counties,N,46
TX,"KIMBLE, TX",48267,Non-metro counties,Y,137
VA,"ST. MARY'S, MD",24037,Metro counties,N,2
TX,"WASHINGTON, AR",05143,Metro counties,N,11
VA,"PRINCE EDWARD, VA",51147,Non-metro counties,Y,1076
TX,"SEMINOLE, OK",40133,Non-metro counties,N,4
MT,"ALLEGHENY, PA",42003,Metro counties,N,2
IN,"ALLEGHENY, PA",42003,Metro counties,N,3
AR,"MADISON, AR",05087,Metro counties,Y,788
OH,"HARRISON, OH",39067,Non-metro counties,Y,984
AL,"KEMPER, MS",28069,Non-metro counties,N,8
NE,"HALL, NE",31079,Metro counties,N,18495
AL,"COOSA, AL",01037,Non-metro counties,N,4774
AL,"LICKING, AL",39089,Metro counties,N,2
MS,"WARREN, MS",28149,Non-metro counties,Y,173
TX,"ASCENSION, LA",22005,Metro counties,N,12
KY,"JOHNSON, KS",20091,Metro counties,N,2
GA,"HAMPTON, SC",45049,Non-metro counties,N,2
MT,"CHEYENNE, NE",31033,Non-metro counties,Y,1
NY,"DELAWARE, NY",36025,Non-metro counties,Y,1930
GA,"DALLAS, TX",48113,Metro counties,N,4
TN,"FLOYD, GA",13115,Metro counties,N,6
MO,"CHRISTIAN, MO",29043,Metro counties,Y,3746
WI,"GREEN, WI",55045,Metro counties,Y,1639
AL,"WILLIAMSON, TN",47187,Metro counties,N,9
AL,"FORT BEND, TX",48157,Metro counties,N,7
OH,"HARRISON, OH",39067,Non-metro counties,N,3128
GA,"JEFFERSON, FL",12065,Metro counties,N,12
GA,"HAMPTON, SC",45049,Non-metro counties,Y,2
TX,"BEXAR, TX",48029,Metro counties,N,549111
IA,"CHEROKEE, IA",19035,Non-metro counties,N,1615
TN,"ALEXANDRIA CITY, VA",51510,Metro counties,Y,1
TX,"HAMILTON, IN",48193,Non-metro counties,N,2
FL,"PALM BEACH, NE",12099,Metro counties,Y,1
TN,"WAYNE, MI",26163,Metro counties,Y,3
KS,"GRAY, KS",20069,Non-metro counties,N,1154
TN,"BENTON, AR",05007,Metro counties,N,4
AR,"BECKHAM, OK",40009,Non-metro counties,N,3
GA,"OKLAHOMA, OK",40109,Metro counties,N,4
TX,"DESHA, AR",05041,Non-metro counties,N,1
NM,"ALEXANDRIA CITY, VA",51510,Metro counties,N,1
IN,"JEFFERSON, MS",28063,Non-metro counties,N,1
TX,"RANDALL, TX",48381,Metro counties,N,40373
IN,"PORTER, IN",18127,Metro counties,Y,7182
TX,"SALUDA, SC",45081,Metro counties,N,1
NM,"WOOD, WI",55141,Non-metro counties,N,1
TX,"YAKIMA, WA",53077,Metro counties,N,3
AL,"COOKE, AL",48097,Non-metro counties,N,1
TN,"EMANUEL, GA",13107,Non-metro counties,N,3
AR,"JEFFERSON, TX",48245,Metro counties,N,2
VT,"ROCKINGHAM, VT",33015,Metro counties,N,1
TX,"PICKAWAY, OH",39129,Metro counties,N,1
TX,"CUMBERLAND, PA",42041,Metro counties,N,5
AR,"MADISON, IN",18095,Metro counties,N,1
TN,"MADISON, TX",47113,Metro counties,N,1
AR,"BENZIE, MI",26019,Non-metro counties,N,1
TN,"LAKE, IL",17097,Metro counties,N,11
SC,"INDIANA, PA",42063,Non-metro counties,N,1
AL,"WAYNE, MI",26163,Metro counties,N,9
TX,"HAND, SD",46059,Non-metro counties,N,1
IN,"JOHNSON, IN",18081,Metro counties,Y,7250
SC,"GREENWOOD, SC",45047,Non-metro counties,N,22928
VT,"SHEBOYGAN, WI",55117,Metro counties,N,1
MI,"GOGEBIC, MI",26053,Non-metro counties,N,3121
