"Notes	""State of Residence""	""State of Residence Code""	""County of Residence""	""County of Residence Code""	""Mother's Pre-pregnancy BMI""	""Mother's Pre-pregnancy BMI Code""	""Pre-pregnancy Hypertension""	""Pre-pregnancy Hypertension Code""	""Year""	""Year Code""	Births"
" AR""	""05125""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	44"
" AR""	""05125""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	62"
" AR""	""05125""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	34"
" AR""	""05125""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	52"
" AR""	""05131""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	46"
" AR""	""05131""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	84"
" AR""	""05131""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	33"
" AR""	""05131""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	66"
" AR""	""05143""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	11"
" AR""	""05143""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	12"
" AR""	""05143""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	85"
" AR""	""05143""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	97"
" AR""	""05143""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	87"
" AR""	""05143""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	77"
" AR""	""05999""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	88"
" AR""	""05999""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	84"
" AR""	""05999""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	631"
" AR""	""05999""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	722"
" AR""	""05999""	""Overweight 25.0-29.9""	""3""	""Yes""	""1""	""2021""	""2021""	10"
" AR""	""05999""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	486"
" AR""	""05999""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	575"
" CO""	""08001""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	23"
