Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!With a disability!!Estimate,Alabama!!With a disability!!Margin of Error,Alabama!!Percent with a disability!!Estimate,Alabama!!Percent with a disability!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!With a disability!!Estimate,Alaska!!With a disability!!Margin of Error,Alaska!!Percent with a disability!!Estimate,Alaska!!Percent with a disability!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!With a disability!!Estimate,Arizona!!With a disability!!Margin of Error,Arizona!!Percent with a disability!!Estimate,Arizona!!Percent with a disability!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!With a disability!!Estimate,Arkansas!!With a disability!!Margin of Error,Arkansas!!Percent with a disability!!Estimate,Arkansas!!Percent with a disability!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!With a disability!!Estimate,California!!With a disability!!Margin of Error,California!!Percent with a disability!!Estimate,California!!Percent with a disability!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!With a disability!!Estimate,Colorado!!With a disability!!Margin of Error,Colorado!!Percent with a disability!!Estimate,Colorado!!Percent with a disability!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!With a disability!!Estimate,Connecticut!!With a disability!!Margin of Error,Connecticut!!Percent with a disability!!Estimate,Connecticut!!Percent with a disability!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!With a disability!!Estimate,Delaware!!With a disability!!Margin of Error,Delaware!!Percent with a disability!!Estimate,Delaware!!Percent with a disability!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!With a disability!!Estimate,District of Columbia!!With a disability!!Margin of Error,District of Columbia!!Percent with a disability!!Estimate,District of Columbia!!Percent with a disability!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!With a disability!!Estimate,Florida!!With a disability!!Margin of Error,Florida!!Percent with a disability!!Estimate,Florida!!Percent with a disability!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!With a disability!!Estimate,Georgia!!With a disability!!Margin of Error,Georgia!!Percent with a disability!!Estimate,Georgia!!Percent with a disability!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!With a disability!!Estimate,Hawaii!!With a disability!!Margin of Error,Hawaii!!Percent with a disability!!Estimate,Hawaii!!Percent with a disability!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!With a disability!!Estimate,Idaho!!With a disability!!Margin of Error,Idaho!!Percent with a disability!!Estimate,Idaho!!Percent with a disability!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!With a disability!!Estimate,Illinois!!With a disability!!Margin of Error,Illinois!!Percent with a disability!!Estimate,Illinois!!Percent with a disability!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!With a disability!!Estimate,Indiana!!With a disability!!Margin of Error,Indiana!!Percent with a disability!!Estimate,Indiana!!Percent with a disability!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!With a disability!!Estimate,Iowa!!With a disability!!Margin of Error,Iowa!!Percent with a disability!!Estimate,Iowa!!Percent with a disability!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!With a disability!!Estimate,Kansas!!With a disability!!Margin of Error,Kansas!!Percent with a disability!!Estimate,Kansas!!Percent with a disability!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!With a disability!!Estimate,Kentucky!!With a disability!!Margin of Error,Kentucky!!Percent with a disability!!Estimate,Kentucky!!Percent with a disability!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!With a disability!!Estimate,Louisiana!!With a disability!!Margin of Error,Louisiana!!Percent with a disability!!Estimate,Louisiana!!Percent with a disability!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!With a disability!!Estimate,Maine!!With a disability!!Margin of Error,Maine!!Percent with a disability!!Estimate,Maine!!Percent with a disability!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!With a disability!!Estimate,Maryland!!With a disability!!Margin of Error,Maryland!!Percent with a disability!!Estimate,Maryland!!Percent with a disability!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!With a disability!!Estimate,Massachusetts!!With a disability!!Margin of Error,Massachusetts!!Percent with a disability!!Estimate,Massachusetts!!Percent with a disability!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!With a disability!!Estimate,Michigan!!With a disability!!Margin of Error,Michigan!!Percent with a disability!!Estimate,Michigan!!Percent with a disability!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!With a disability!!Estimate,Minnesota!!With a disability!!Margin of Error,Minnesota!!Percent with a disability!!Estimate,Minnesota!!Percent with a disability!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!With a disability!!Estimate,Mississippi!!With a disability!!Margin of Error,Mississippi!!Percent with a disability!!Estimate,Mississippi!!Percent with a disability!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!With a disability!!Estimate,Missouri!!With a disability!!Margin of Error,Missouri!!Percent with a disability!!Estimate,Missouri!!Percent with a disability!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!With a disability!!Estimate,Montana!!With a disability!!Margin of Error,Montana!!Percent with a disability!!Estimate,Montana!!Percent with a disability!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!With a disability!!Estimate,Nebraska!!With a disability!!Margin of Error,Nebraska!!Percent with a disability!!Estimate,Nebraska!!Percent with a disability!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!With a disability!!Estimate,Nevada!!With a disability!!Margin of Error,Nevada!!Percent with a disability!!Estimate,Nevada!!Percent with a disability!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!With a disability!!Estimate,New Hampshire!!With a disability!!Margin of Error,New Hampshire!!Percent with a disability!!Estimate,New Hampshire!!Percent with a disability!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!With a disability!!Estimate,New Jersey!!With a disability!!Margin of Error,New Jersey!!Percent with a disability!!Estimate,New Jersey!!Percent with a disability!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!With a disability!!Estimate,New Mexico!!With a disability!!Margin of Error,New Mexico!!Percent with a disability!!Estimate,New Mexico!!Percent with a disability!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!With a disability!!Estimate,New York!!With a disability!!Margin of Error,New York!!Percent with a disability!!Estimate,New York!!Percent with a disability!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!With a disability!!Estimate,North Carolina!!With a disability!!Margin of Error,North Carolina!!Percent with a disability!!Estimate,North Carolina!!Percent with a disability!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!With a disability!!Estimate,North Dakota!!With a disability!!Margin of Error,North Dakota!!Percent with a disability!!Estimate,North Dakota!!Percent with a disability!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!With a disability!!Estimate,Ohio!!With a disability!!Margin of Error,Ohio!!Percent with a disability!!Estimate,Ohio!!Percent with a disability!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!With a disability!!Estimate,Oklahoma!!With a disability!!Margin of Error,Oklahoma!!Percent with a disability!!Estimate,Oklahoma!!Percent with a disability!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!With a disability!!Estimate,Oregon!!With a disability!!Margin of Error,Oregon!!Percent with a disability!!Estimate,Oregon!!Percent with a disability!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!With a disability!!Estimate,Pennsylvania!!With a disability!!Margin of Error,Pennsylvania!!Percent with a disability!!Estimate,Pennsylvania!!Percent with a disability!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!With a disability!!Estimate,Rhode Island!!With a disability!!Margin of Error,Rhode Island!!Percent with a disability!!Estimate,Rhode Island!!Percent with a disability!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!With a disability!!Estimate,South Carolina!!With a disability!!Margin of Error,South Carolina!!Percent with a disability!!Estimate,South Carolina!!Percent with a disability!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!With a disability!!Estimate,South Dakota!!With a disability!!Margin of Error,South Dakota!!Percent with a disability!!Estimate,South Dakota!!Percent with a disability!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!With a disability!!Estimate,Tennessee!!With a disability!!Margin of Error,Tennessee!!Percent with a disability!!Estimate,Tennessee!!Percent with a disability!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!With a disability!!Estimate,Texas!!With a disability!!Margin of Error,Texas!!Percent with a disability!!Estimate,Texas!!Percent with a disability!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!With a disability!!Estimate,Utah!!With a disability!!Margin of Error,Utah!!Percent with a disability!!Estimate,Utah!!Percent with a disability!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!With a disability!!Estimate,Vermont!!With a disability!!Margin of Error,Vermont!!Percent with a disability!!Estimate,Vermont!!Percent with a disability!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!With a disability!!Estimate,Virginia!!With a disability!!Margin of Error,Virginia!!Percent with a disability!!Estimate,Virginia!!Percent with a disability!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!With a disability!!Estimate,Washington!!With a disability!!Margin of Error,Washington!!Percent with a disability!!Estimate,Washington!!Percent with a disability!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!With a disability!!Estimate,West Virginia!!With a disability!!Margin of Error,West Virginia!!Percent with a disability!!Estimate,West Virginia!!Percent with a disability!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!With a disability!!Estimate,Wisconsin!!With a disability!!Margin of Error,Wisconsin!!Percent with a disability!!Estimate,Wisconsin!!Percent with a disability!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!With a disability!!Estimate,Wyoming!!With a disability!!Margin of Error,Wyoming!!Percent with a disability!!Estimate,Wyoming!!Percent with a disability!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!With a disability!!Estimate,Puerto Rico!!With a disability!!Margin of Error,Puerto Rico!!Percent with a disability!!Estimate,Puerto Rico!!Percent with a disability!!Margin of Error
Total civilian noninstitutionalized population,"4,957,633","±3,134","808,071","±16,776",16.30%,±0.3,"702,154","±2,286","92,390","±4,793",13.20%,±0.7,"7,174,053","±3,100","972,252","±16,554",13.60%,±0.2,"2,974,701","±1,677","517,051","±13,453",17.40%,±0.5,"38,724,294","±5,964","4,324,355","±37,038",11.20%,±0.1,"5,715,497","±3,539","640,346","±13,110",11.20%,±0.2,"3,557,526","±1,439","427,014","±11,923",12.00%,±0.3,"987,964","±1,320","130,551","±5,349",13.20%,±0.5,"659,979",±984,"76,754","±4,579",11.60%,±0.7,"21,465,883","±5,177","2,906,367","±37,341",13.50%,±0.2,"10,600,385","±5,351","1,374,380","±23,473",13.00%,±0.2,"1,381,713","±3,185","166,078","±6,079",12.00%,±0.4,"1,879,248","±1,509","261,220","±8,981",13.90%,±0.5,"12,495,329","±2,402","1,488,000","±19,772",11.90%,±0.2,"6,707,875","±2,435","920,826","±16,201",13.70%,±0.2,"3,151,182","±1,330","393,816","±9,717",12.50%,±0.3,"2,878,792","±2,155","385,407","±10,112",13.40%,±0.4,"4,428,392","±2,186","783,187","±15,458",17.70%,±0.3,"4,518,319","±2,597","725,887","±15,678",16.10%,±0.3,"1,357,120",±794,"210,457","±7,033",15.50%,±0.5,"6,059,298","±3,784","683,967","±13,223",11.30%,±0.2,"6,916,106","±1,112","810,146","±15,475",11.70%,±0.2,"9,949,959","±1,362","1,379,813","±19,332",13.90%,±0.2,"5,651,958","±1,131","649,222","±10,300",11.50%,±0.2,"2,885,936","±2,426","520,985","±12,191",18.10%,±0.4,"6,063,301","±2,337","897,969","±15,520",14.80%,±0.3,"1,088,496","±1,023","153,973","±6,011",14.10%,±0.6,"1,936,190","±1,453","245,551","±7,581",12.70%,±0.4,"3,105,760","±1,909","405,952","±11,919",13.10%,±0.4,"1,372,918","±1,086","167,934","±6,793",12.20%,±0.5,"9,163,640","±1,719","958,194","±17,881",10.50%,±0.2,"2,077,326","±1,985","335,708","±10,314",16.20%,±0.5,"19,599,048","±2,407","2,357,404","±29,039",12.00%,±0.1,"10,345,935","±4,863","1,399,384","±19,823",13.50%,±0.2,"756,440","±1,680","96,378","±4,989",12.70%,±0.7,"11,611,229","±2,645","1,652,076","±21,488",14.20%,±0.2,"3,905,272","±2,632","671,748","±13,323",17.20%,±0.3,"4,206,414","±1,183","635,310","±12,519",15.10%,±0.3,"12,767,386","±1,314","1,767,211","±20,274",13.80%,±0.2,"1,080,438",±788,"149,539","±7,320",13.80%,±0.7,"5,099,812","±2,980","726,382","±15,446",14.20%,±0.3,"877,855",±966,"108,423","±4,544",12.40%,±0.5,"6,872,677","±2,914","1,025,259","±17,896",14.90%,±0.3,"29,066,872","±6,662","3,505,112","±33,557",12.10%,±0.1,"3,309,594","±1,896","342,378","±9,501",10.30%,±0.3,"639,228",±639,"87,986","±3,829",13.80%,±0.6,"8,412,758","±6,111","1,045,046","±16,178",12.40%,±0.2,"7,618,375","±4,390","999,618","±15,178",13.10%,±0.2,"1,755,887",±833,"328,858","±8,488",18.70%,±0.5,"5,828,354",±892,"693,794","±12,535",11.90%,±0.2,"570,046",±829,"79,305","±4,619",13.90%,±0.8,"3,237,924","±1,448","712,517","±12,484",22.00%,±0.4
    SEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Male,"2,384,150","±6,717","378,736","±11,003",15.90%,±0.5,"357,463","±3,151","49,757","±3,190",13.90%,±0.9,"3,546,481","±4,194","478,117","±10,762",13.50%,±0.3,"1,457,278","±5,018","252,739","±8,048",17.30%,±0.6,"19,209,230","±8,523","2,059,984","±28,474",10.70%,±0.1,"2,866,107","±5,201","322,400","±9,664",11.20%,±0.3,"1,735,957","±3,341","205,245","±7,254",11.80%,±0.4,"474,735","±1,850","66,324","±3,885",14.00%,±0.8,"310,917","±1,279","33,944","±3,255",10.90%,±1.1,"10,471,677","±9,541","1,419,277","±24,536",13.60%,±0.2,"5,109,760","±10,674","648,920","±13,949",12.70%,±0.3,"677,814","±3,346","84,960","±4,221",12.50%,±0.6,"938,016","±3,485","137,797","±6,750",14.70%,±0.7,"6,140,340","±5,371","696,912","±12,207",11.30%,±0.2,"3,307,890","±5,781","445,199","±10,713",13.50%,±0.3,"1,579,054","±4,476","199,083","±6,863",12.60%,±0.4,"1,434,910","±5,401","194,233","±6,026",13.50%,±0.4,"2,171,244","±5,441","389,102","±10,071",17.90%,±0.5,"2,172,405","±6,554","345,967","±10,040",15.90%,±0.5,"664,225","±2,090","109,528","±4,771",16.50%,±0.7,"2,924,227","±4,702","312,963","±9,341",10.70%,±0.3,"3,367,517","±3,247","376,882","±9,692",11.20%,±0.3,"4,904,085","±5,616","670,729","±12,277",13.70%,±0.2,"2,826,670","±4,210","328,583","±8,357",11.60%,±0.3,"1,386,148","±5,607","247,738","±8,899",17.90%,±0.6,"2,973,211","±6,622","440,580","±10,872",14.80%,±0.4,"550,572","±2,244","80,758","±3,753",14.70%,±0.7,"966,662","±3,315","121,629","±5,233",12.60%,±0.5,"1,554,431","±3,088","207,755","±7,928",13.40%,±0.5,"683,976","±2,072","85,203","±4,451",12.50%,±0.7,"4,491,198","±3,749","446,176","±12,515",9.90%,±0.3,"1,020,432","±5,014","162,867","±8,172",16.00%,±0.8,"9,535,409","±5,902","1,077,210","±20,416",11.30%,±0.2,"4,987,027","±9,072","670,808","±14,918",13.50%,±0.3,"387,626","±3,229","49,461","±3,219",12.80%,±0.8,"5,696,047","±5,786","792,406","±12,967",13.90%,±0.2,"1,925,045","±4,189","332,355","±7,644",17.30%,±0.4,"2,091,486","±4,084","315,509","±9,162",15.10%,±0.4,"6,267,210","±5,388","844,464","±16,619",13.50%,±0.3,"526,938","±1,975","70,265","±4,715",13.30%,±0.9,"2,454,043","±6,107","352,561","±11,054",14.40%,±0.5,"440,538","±2,974","57,794","±3,207",13.10%,±0.7,"3,339,439","±6,563","499,452","±9,511",15.00%,±0.3,"14,372,303","±13,612","1,721,425","±24,315",12.00%,±0.2,"1,673,146","±3,693","170,365","±6,669",10.20%,±0.4,"316,481","±1,486","45,934","±2,749",14.50%,±0.9,"4,096,107","±7,888","500,723","±10,408",12.20%,±0.2,"3,803,545","±5,641","491,355","±10,205",12.90%,±0.3,"867,365","±3,963","163,022","±6,753",18.80%,±0.8,"2,906,481","±4,338","343,740","±9,328",11.80%,±0.3,"289,803","±2,567","39,357","±2,998",13.60%,±1.1,"1,525,660","±4,501","327,160","±8,991",21.40%,±0.6
        Female,"2,573,483","±6,483","429,335","±11,240",16.70%,±0.4,"344,691","±2,698","42,633","±3,210",12.40%,±0.9,"3,627,572","±3,812","494,135","±12,909",13.60%,±0.4,"1,517,423","±4,654","264,312","±9,301",17.40%,±0.6,"19,515,064","±7,610","2,264,371","±22,098",11.60%,±0.1,"2,849,390","±4,157","317,946","±8,977",11.20%,±0.3,"1,821,569","±2,706","221,769","±7,670",12.20%,±0.4,"513,229","±1,276","64,227","±4,222",12.50%,±0.8,"349,062",±845,"42,810","±3,108",12.30%,±0.9,"10,994,206","±8,823","1,487,090","±21,922",13.50%,±0.2,"5,490,625","±10,388","725,460","±16,431",13.20%,±0.3,"703,899","±2,582","81,118","±3,829",11.50%,±0.5,"941,232","±3,158","123,423","±5,706",13.10%,±0.6,"6,354,989","±5,266","791,088","±14,281",12.40%,±0.2,"3,399,985","±5,324","475,627","±11,026",14.00%,±0.3,"1,572,128","±4,409","194,733","±5,581",12.40%,±0.4,"1,443,882","±4,854","191,174","±6,173",13.20%,±0.4,"2,257,148","±5,037","394,085","±10,868",17.50%,±0.5,"2,345,914","±6,327","379,920","±10,874",16.20%,±0.5,"692,895","±2,132","100,929","±4,328",14.60%,±0.6,"3,135,071","±3,399","371,004","±9,910",11.80%,±0.3,"3,548,589","±3,154","433,264","±11,231",12.20%,±0.3,"5,045,874","±5,424","709,084","±13,336",14.10%,±0.3,"2,825,288","±4,007","320,639","±6,556",11.30%,±0.2,"1,499,788","±5,494","273,247","±8,230",18.20%,±0.5,"3,090,090","±5,793","457,389","±9,215",14.80%,±0.3,"537,924","±2,435","73,215","±4,102",13.60%,±0.8,"969,528","±2,915","123,922","±4,521",12.80%,±0.5,"1,551,329","±3,154","198,197","±8,413",12.80%,±0.5,"688,942","±1,834","82,731","±4,613",12.00%,±0.7,"4,672,442","±3,489","512,018","±10,330",11.00%,±0.2,"1,056,894","±4,992","172,841","±6,369",16.40%,±0.6,"10,063,639","±5,655","1,280,194","±19,448",12.70%,±0.2,"5,358,908","±7,699","728,576","±13,179",13.60%,±0.2,"368,814","±3,131","46,917","±3,551",12.70%,±0.9,"5,915,182","±5,522","859,670","±14,410",14.50%,±0.2,"1,980,227","±4,015","339,393","±8,350",17.10%,±0.4,"2,114,928","±4,152","319,801","±9,024",15.10%,±0.4,"6,500,176","±5,466","922,747","±13,233",14.20%,±0.2,"553,500","±1,871","79,274","±4,786",14.30%,±0.9,"2,645,769","±5,333","373,821","±10,038",14.10%,±0.4,"437,317","±2,910","50,629","±3,253",11.60%,±0.7,"3,533,238","±5,837","525,807","±13,874",14.90%,±0.4,"14,694,569","±13,722","1,783,687","±20,814",12.10%,±0.1,"1,636,448","±3,611","172,013","±6,464",10.50%,±0.4,"322,747","±1,462","42,052","±2,726",13.00%,±0.8,"4,316,651","±6,864","544,323","±12,458",12.60%,±0.3,"3,814,830","±4,602","508,263","±10,161",13.30%,±0.3,"888,522","±3,883","165,836","±5,883",18.70%,±0.7,"2,921,873","±4,190","350,054","±7,693",12.00%,±0.3,"280,243","±2,517","39,948","±2,828",14.30%,±1.0,"1,712,264","±4,247","385,357","±9,589",22.50%,±0.6
    RACE AND HISPANIC OR LATINO ORIGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        White alone,"3,235,065","±10,458","535,444","±12,882",16.60%,±0.4,"414,926","±4,119","58,450","±3,866",14.10%,±0.9,"4,184,247","±22,530","636,003","±11,902",15.20%,±0.3,"2,083,501","±12,174","383,422","±10,329",18.40%,±0.5,"15,230,205","±53,255","2,010,642","±22,494",13.20%,±0.2,"4,032,469","±15,413","460,526","±11,982",11.40%,±0.3,"2,325,763","±11,965","292,797","±9,058",12.60%,±0.4,"601,275","±4,470","86,836","±4,609",14.40%,±0.8,"250,410","±2,725","15,241","±2,124",6.10%,±0.9,"12,051,546","±37,806","1,853,395","±28,884",15.40%,±0.2,"5,508,911","±17,928","765,484","±14,694",13.90%,±0.3,"291,580","±5,369","40,007","±3,325",13.70%,±1.1,"1,530,191","±10,431","217,065","±8,549",14.20%,±0.6,"7,671,712","±18,443","976,395","±15,077",12.70%,±0.2,"5,238,311","±10,362","741,123","±14,493",14.10%,±0.3,"2,661,835","±7,437","344,111","±8,424",12.90%,±0.3,"2,189,301","±9,578","305,106","±9,841",13.90%,±0.4,"3,695,729","±6,079","674,854","±13,237",18.30%,±0.4,"2,624,953","±9,177","430,069","±11,939",16.40%,±0.5,"1,228,688","±5,599","192,174","±7,095",15.60%,±0.6,"2,971,705","±10,035","361,439","±7,975",12.20%,±0.3,"4,779,770","±13,513","588,880","±12,503",12.30%,±0.3,"7,379,155","±12,055","1,022,343","±15,624",13.90%,±0.2,"4,395,411","±10,042","521,261","±9,329",11.90%,±0.2,"1,624,877","±5,802","307,484","±10,818",18.90%,±0.7,"4,701,413","±15,362","704,168","±15,067",15.00%,±0.3,"926,964","±4,602","131,998","±5,862",14.20%,±0.6,"1,521,472","±5,413","200,941","±6,595",13.20%,±0.4,"1,537,845","±13,361","237,295","±8,225",15.40%,±0.6,"1,208,080","±5,932","151,623","±6,431",12.60%,±0.5,"5,015,282","±17,787","573,006","±13,284",11.40%,±0.3,"936,006","±14,109","170,050","±7,778",18.20%,±0.8,"10,898,991","±26,507","1,356,097","±19,743",12.40%,±0.2,"6,471,567","±14,692","928,457","±15,886",14.30%,±0.2,"630,453","±2,861","77,496","±4,228",12.30%,±0.7,"8,999,788","±12,624","1,294,239","±17,505",14.40%,±0.2,"2,564,024","±9,834","472,919","±9,551",18.40%,±0.4,"3,140,801","±10,674","507,826","±10,236",16.20%,±0.3,"9,578,859","±13,621","1,316,235","±17,352",13.70%,±0.2,"763,618","±6,096","106,962","±5,449",14.00%,±0.7,"3,252,205","±8,927","469,679","±12,512",14.40%,±0.4,"710,475","±3,101","90,103","±4,401",12.70%,±0.6,"5,033,797","±11,203","796,632","±15,840",15.80%,±0.3,"13,906,800","±65,635","1,854,573","±25,025",13.30%,±0.2,"2,626,534","±11,050","282,935","±8,795",10.80%,±0.3,"582,453","±2,473","81,028","±3,637",13.90%,±0.6,"5,124,411","±14,015","677,284","±12,165",13.20%,±0.2,"5,065,763","±14,810","741,763","±13,799",14.60%,±0.3,"1,596,377","±4,195","299,720","±8,702",18.80%,±0.5,"4,689,212","±9,102","566,126","±10,390",12.10%,±0.2,"482,058","±3,320","68,282","±4,571",14.20%,±0.9,"906,626","±20,403","206,275","±9,497",22.80%,±0.8
